trials,ID,session,outcome,response,confidence
188,21,2,43,73.0,0.268385645546914
189,21,2,100,50.0,0.267665532474894
190,21,2,64,100.0,0.20090260793495
191,21,2,23,100.0,0.567754694061477
192,21,2,59,100.0,0.634416637227332
193,21,2,66,77.0,0.267684404403553
194,21,2,66,64.0,0.500850064512633
195,21,2,68,66.0,0.567657685724953
196,21,2,73,69.0,0.633325707308359
197,21,2,72,68.0,0.634352406452308
198,21,2,54,72.0,0.667613022160367
199,21,2,74,62.0,0.601090466398091
200,21,2,62,77.0,0.56757756279967
201,21,2,63,69.0,0.500949059366576
202,21,2,43,67.0,0.534314298400204
203,21,2,49,50.0,0.534159349931542
204,21,2,92,53.0,0.434203351323958
205,21,2,49,100.0,0.834192557904316
206,21,2,67,78.0,0.500898403136489
207,21,2,38,59.0,0.601326862138194
208,21,2,34,42.0,0.567400431538772
209,21,2,30,32.0,0.567564981513897
210,21,2,30,27.0,0.734110415351097
211,21,2,41,30.0,0.767399504496098
212,21,2,40,41.0,0.767473005692409
213,21,2,34,39.0,0.767716354248478
214,21,2,32,31.0,2.74801768682664e-5
215,21,2,49,82.0,0.60094213965931
216,21,2,50,52.0,0.334174182605238
217,21,2,41,49.0,0.200948297868308
218,21,2,33,42.0,0.200882080574047
219,21,2,36,27.0,0.300688428097601
220,21,2,48,34.0,0.301038055409663
221,21,2,40,39.0,0.434279170125592
222,21,2,40,37.0,0.33420265604218
223,21,2,41,43.0,0.300821193772208
224,21,2,43,42.0,0.30090197887057
225,21,2,38,43.0,0.234157264087116
226,21,2,39,29.0,0.267508597487904
227,21,2,39,34.0,0.167498962871832
228,21,2,25,36.0,0.300835099404139
229,21,2,39,36.0,0.335019446363731
230,21,2,28,42.0,0.334055322562563
231,21,2,42,37.0,0.234262218497861
232,21,2,28,40.0,0.26752283420592
233,21,2,31,40.0,0.400946046479476
234,21,2,31,29.0,2.78112638625316e-5
235,21,2,42,22.0,0.0675439575234122
236,21,2,34,37.0,0.400925850204658
237,21,2,37,35.0,0.40097253339809
238,21,2,39,36.0,0.434604959211356
239,21,2,38,45.0,0.301007264367399
240,21,2,31,43.0,0.467606003127912
1,21,3,100,52.0,0.170994460596376
2,21,3,90,100.0,0.300865360133685
3,21,3,60,87.0,0.534084832905137
4,21,3,73,65.0,0.534130853894567
5,21,3,83,70.0,0.598641023374512
6,21,3,82,74.0,0.300954422335053
7,21,3,80,78.0,0.300940847799211
8,21,3,78,80.0,0.534354668200649
9,21,3,86,77.0,0.534315268936552
10,21,3,84,82.0,0.567683134565414
11,21,3,98,86.0,0.200954786530019
12,21,3,93,100.0,0.267602779932531
13,21,3,100,97.0,0.300965017096132
14,21,3,68,100.0,0.500979187587291
15,21,3,65,87.0,0.601058615178772
16,21,3,70,75.0,0.434233192654574
17,21,3,91,71.0,0.534272558809789
18,21,3,76,100.0,0.734317520323202
19,21,3,100,91.0,0.467607348922684
20,21,3,86,100.0,0.434336491564864
21,21,3,95,94.0,0.26794313659866
22,21,3,85,100.0,0.20093293483751
23,21,3,80,94.0,0.434306031630513
24,21,3,84,85.0,0.434303051853931
25,21,3,85,84.0,0.267492859297818
26,21,3,60,85.0,0.434318943993276
27,21,3,82,74.0,0.434267956711665
28,21,3,90,86.0,0.334288517166897
29,21,3,96,87.0,0.434302389680852
30,21,3,94,100.0,0.300922969141538
31,21,3,70,97.0,0.467640457547532
32,21,3,79,83.0,0.434302058594767
33,21,3,76,77.0,0.334288186080812
34,21,3,88,75.0,0.434289477317179
35,21,3,93,84.0,0.500853374812323
36,21,3,66,92.0,0.400905719548064
37,21,3,61,100.0,0.300991503995647
38,21,3,71,78.0,0.334238854229625
39,21,3,90,75.0,0.300974618596229
40,21,3,62,83.0,0.467640457547532
41,21,3,100,76.0,0.200897177523075
42,21,3,68,100.0,0.434477865394001
43,21,3,54,90.0,0.467629200616102
44,21,3,75,54.0,0.500993093209217
45,21,3,70,69.0,0.434163333456127
46,21,3,73,69.0,0.534325863696722
47,21,3,72,81.0,0.467617281510684
48,21,3,89,76.0,0.334133237715832
49,21,3,72,100.0,0.400962004210669
50,21,3,73,85.0,0.434307024888767
51,21,3,72,76.0,0.300878934670436
52,21,3,72,72.0,0.334322619051818
53,21,3,81,79.0,0.334280571097224
54,21,3,81,80.0,0.500952369601691
55,21,3,72,79.0,0.267489217348157
56,21,3,84,75.0,0.23423988059767
57,21,3,89,100.0,0.0342796771647045
58,21,3,76,99.0,0.401377848542325
59,21,3,70,74.0,0.567888408041654
60,21,3,81,71.0,0.567603011692881
61,21,3,74,84.0,0.400939821432075
62,21,3,80,77.0,0.501017262506139
63,21,3,82,80.0,0.567595727795378
64,21,3,71,88.0,0.467634166909193
65,21,3,72,99.0,0.501022559886223
66,21,3,84,86.0,0.56767651284099
67,21,3,71,85.0,0.467613970648017
68,21,3,77,77.0,0.467652045566865
69,21,3,73,81.0,0.2676401926783
70,21,3,71,69.0,0.400979882868342
71,21,3,76,71.0,0.501315240131589
72,21,3,71,77.0,0.267897777782309
73,21,3,80,76.0,0.500975876724624
74,21,3,81,74.0,0.667563248233819
75,21,3,75,77.0,0.800972466536223
76,21,3,71,74.0,0.834294642262648
77,21,3,84,72.0,0.767582418127859
78,21,3,79,80.0,0.467800041121336
79,21,3,71,80.0,0.667745676758386
80,21,3,25,69.0,0.700993026992364
81,21,3,19,24.0,0.500910983820177
82,21,3,17,19.0,0.667517889418377
83,21,3,12,17.0,0.834530375673239
84,21,3,15,12.0,0.734642315935162
85,21,3,25,21.0,0.567619234919221
86,21,3,45,34.0,0.567618241660057
87,21,3,36,88.0,0.667642377848097
88,21,3,24,33.0,0.634190416311867
89,21,3,54,25.0,0.701067852484812
90,21,3,25,34.0,0.634328479278338
91,21,3,24,28.0,0.734378771279808
92,21,3,10,21.0,0.66761357334417
93,21,3,35,17.0,0.734371487382305
94,21,3,8,27.0,0.667630789829673
95,21,3,15,33.0,0.467590463524175
96,21,3,91,18.0,0.667578147115819
97,21,3,100,99.0,0.501143075281107
98,21,3,65,100.0,0.367565002990887
99,21,3,100,80.0,0.334278584579806
100,21,3,87,100.0,0.467595098731181
101,21,3,89,96.0,0.567688763031583
102,21,3,72,91.0,0.534325201524553
103,21,3,32,100.0,0.500968261740127
104,21,3,37,20.0,0.501001039279799
105,21,3,29,30.0,0.700947006003844
106,21,3,66,28.0,0.734291695595857
107,21,3,42,75.0,0.800969817846635
108,21,3,51,38.0,0.734261235659687
109,21,3,67,82.0,0.60096359342424
110,21,3,76,67.0,0.800922472512866
111,21,3,78,75.0,0.534309640470383
112,21,3,48,83.0,0.334633509040941
113,21,3,44,52.0,0.234272658135524
114,21,3,69,48.0,0.501011965126054
115,21,3,68,70.0,0.567634133800311
116,21,3,45,69.0,0.467582517453593
117,21,3,21,42.0,0.634221869505382
118,21,3,42,22.0,0.73433010160079
119,21,3,37,12.0,0.467625889752526
120,21,3,84,57.0,0.700958262936183
121,21,3,78,49.0,0.467901684599383
122,21,3,82,100.0,0.400845792936707
123,21,3,63,100.0,0.200884596245487
124,21,3,63,87.0,0.334260705922134
125,21,3,64,70.0,0.567623870126226
126,21,3,56,63.0,0.634331127967926
127,21,3,65,44.0,0.601192042938237
128,21,3,66,70.0,0.467574902470915
129,21,3,63,67.0,0.567621552523633
130,21,3,65,65.0,0.467614963906271
131,21,3,80,64.0,0.500879199539668
132,21,3,78,99.0,0.0342631228522805
133,21,3,76,87.0,0.567613275366966
134,21,3,74,83.0,0.401376524197076
135,21,3,67,77.0,0.434321923769858
136,21,3,83,57.0,0.534280504880371
137,21,3,73,90.0,0.467908306324716
138,21,3,75,65.0,0.600915917004386
139,21,3,68,72.0,0.634214585607879
140,21,3,78,70.0,0.534237132581438
141,21,3,51,82.0,0.567581491087367
142,21,3,67,53.0,0.0342704067497834
143,21,3,56,70.0,0.467622247804684
144,21,3,64,61.0,0.467536827552067
145,21,3,61,63.0,0.567618241660057
146,21,3,68,62.0,0.534288450950044
147,21,3,63,65.0,0.567615592970469
148,21,3,72,67.0,0.600946376939646
149,21,3,70,68.0,0.534256004497365
150,21,3,71,69.0,0.567641086611729
151,21,3,81,70.0,0.667534112643807
152,21,3,95,93.0,0.667341089359979
153,21,3,92,97.0,0.0676246978418931
154,21,3,56,98.0,0.334287192822558
155,21,3,82,57.0,0.667603640757079
156,21,3,39,70.0,0.634215247780048
157,21,3,60,55.0,0.667630127657503
158,21,3,64,60.0,0.634320202121671
159,21,3,23,60.0,0.534295734847547
160,21,3,25,16.0,0.66769005426886
161,21,3,20,21.0,0.500931842253522
162,21,3,36,21.0,0.734273816937275
163,21,3,56,31.0,0.567649363768396
164,21,3,45,48.0,0.667577153856655
165,21,3,57,47.0,0.567518915785513
166,21,3,40,52.0,0.801002926471483
167,21,3,57,38.0,0.700911579774584
168,21,3,32,50.0,0.767711210680318
169,21,3,28,36.0,0.634317884517259
170,21,3,21,23.0,0.767615857839701
171,21,3,33,20.0,0.600923863074968
172,21,3,9,33.0,0.600945383681392
173,21,3,27,18.0,0.534278849449038
174,21,3,15,20.0,0.467579537677921
175,21,3,35,18.0,0.434193462304393
176,21,3,37,26.0,0.467558017071497
177,21,3,16,31.0,0.500989451261376
178,21,3,19,18.0,0.634230146661139
179,21,3,7,19.0,0.667564572579067
180,21,3,13,16.0,0.767660223396888
181,21,3,27,26.0,0.534291430725716
182,21,3,27,36.0,0.834221141115449
183,21,3,15,31.0,0.834299608556648
184,21,3,42,12.0,0.767639696049628
185,21,3,19,56.0,0.83427212839797
186,21,3,22,20.0,0.767563877298016
187,21,3,16,23.0,0.700940053192426
188,21,3,17,19.0,0.900956872374081
189,21,3,26,21.0,0.800996635833144
190,21,3,53,25.0,0.734344669395796
191,21,3,18,100.0,0.267477298243648
192,21,3,24,22.0,0.500946078962443
193,21,3,25,25.0,0.500897409283425
194,21,3,35,29.0,0.600910619625211
195,21,3,40,43.0,0.800859897211012
196,21,3,28,43.0,0.800965182639629
197,21,3,45,34.0,0.834249283446297
198,21,3,39,41.0,0.767621155219786
199,21,3,42,43.0,0.234242529286348
200,21,3,41,40.0,0.200947171546431
201,21,3,44,41.0,0.334330565121491
202,21,3,18,43.0,0.800896316698527
203,21,3,9,21.0,0.201069011287473
204,21,3,21,17.0,0.200953793271765
205,21,3,11,20.0,0.201302758179736
206,21,3,15,17.0,0.300946476265381
207,21,3,17,17.0,0.200954124358759
208,21,3,18,27.0,0.267452135688472
209,21,3,19,19.0,0.267607084054362
210,21,3,2,25.0,0.334261368095213
211,21,3,82,14.0,0.434351390445954
212,21,3,78,100.0,0.134285603608078
213,21,3,54,92.0,0.267518352938168
214,21,3,51,81.0,0.30100375418715
215,21,3,66,55.0,0.267590198654943
216,21,3,77,63.0,0.167472033972444
217,21,3,64,82.0,0.0675415951936884
218,21,3,89,70.0,0.234274644653851
219,21,3,95,100.0,0.0675038513600157
220,21,3,79,100.0,0.134351489770779
221,21,3,96,68.0,0.267602779933441
222,21,3,71,100.0,0.301053086039246
223,21,3,71,79.0,0.200886251675911
224,21,3,82,72.0,0.200858109346882
225,21,3,92,91.0,0.2676401926783
226,21,3,80,100.0,0.200855129567572
227,21,3,66,89.0,0.167515075183474
228,21,3,66,62.0,0.134314739198089
229,21,3,54,65.0,0.234298482862869
230,21,3,95,73.0,0.201258723709543
231,21,3,82,100.0,0.0674806753231678
232,21,3,68,93.0,0.134163101694867
233,21,3,59,69.0,0.26752133271475
234,21,3,96,61.0,0.0676157585148758
235,21,3,56,100.0,0.167684260257374
236,21,3,86,54.0,0.101188566533892
237,21,3,83,95.0,0.20090247490225
238,21,3,84,58.0,0.234115392166132
239,21,3,71,91.0,0.200833940049051
240,21,3,66,76.0,0.100933630119471
1,21,4,40,82.0,0.0732705661265527
2,21,4,35,39.0,0.334053113413063
3,21,4,32,31.0,0.200865656392068
4,21,4,41,33.0,0.300866417888983
5,21,4,22,46.0,0.332250352357846
6,21,4,26,22.0,0.234296361998361
7,21,4,28,22.0,0.234366883229768
8,21,4,23,29.0,0.63423716389434
9,21,4,23,35.0,0.400911875940892
10,21,4,31,24.0,0.267673431738558
11,21,4,18,25.0,0.334315002117364
12,21,4,19,19.0,0.267643302949523
13,21,4,24,30.0,0.367653334843112
14,21,4,25,23.0,0.267610194390272
15,21,4,67,21.0,0.267552585497128
16,21,4,36,86.0,0.201351358957368
17,21,4,38,37.0,0.367634794049764
18,21,4,33,28.0,0.201218262548878
19,21,4,39,32.0,0.200977232237051
20,21,4,32,29.0,0.167720015481564
21,21,4,44,31.0,0.100942037838422
22,21,4,39,35.0,0.23426424669583
23,21,4,21,32.0,0.134290303132047
24,21,4,43,20.0,0.20095405624545
25,21,4,38,34.0,0.301237564838971
26,21,4,57,31.0,0.267651911175108
27,21,4,59,51.0,0.334266663620724
28,21,4,40,68.0,0.234317220390835
29,21,4,91,50.0,0.300972696364397
30,21,4,97,100.0,0.167664393101973
31,21,4,87,100.0,0.400873138926499
32,21,4,82,82.0,0.134362810876951
33,21,4,87,95.0,0.167917342495116
34,21,4,86,72.0,0.267600592908025
35,21,4,84,83.0,0.200978887664974
36,21,4,93,91.0,0.234197036320438
37,21,4,84,100.0,0.134383669269369
38,21,4,80,100.0,0.167594202956138
39,21,4,87,84.0,0.201213296264996
40,21,4,87,88.0,0.100949321721487
41,21,4,90,88.0,0.101023153808796
42,21,4,81,93.0,0.100907273851135
43,21,4,48,86.0,0.200923265285269
44,21,4,83,81.0,0.301042224338971
45,21,4,66,85.0,0.167567716108692
46,21,4,44,78.0,0.100954619090999
47,21,4,47,85.0,0.100930780928252
48,21,4,73,31.0,0.200850095369219
49,21,4,68,86.0,0.23426424669583
50,21,4,78,84.0,0.234669164376442
51,21,4,43,70.0,0.10099964673168
52,21,4,65,58.0,0.200917305744611
53,21,4,71,76.0,0.23429834851197
54,21,4,65,77.0,0.134265471712524
55,21,4,67,69.0,0.167608108551008
56,21,4,49,66.0,0.200887508041205
57,21,4,66,73.0,0.267570464119103
58,21,4,76,67.0,0.167604797695162
59,21,4,65,77.0,0.400899625773945
60,21,4,67,69.0,0.234314240620506
61,21,4,30,68.0,0.234699624250993
62,21,4,72,16.0,0.300957466427121
63,21,4,68,77.0,0.300943560832138
64,21,4,70,75.0,0.301002162982172
65,21,4,80,74.0,0.234268550808565
66,21,4,61,100.0,0.234334105756034
67,21,4,84,72.0,0.200998090629469
68,21,4,76,93.0,0.234364234544955
69,21,4,67,85.0,0.200718323303136
70,21,4,85,77.0,0.134401216805827
71,21,4,66,95.0,0.234256631727249
72,21,4,82,81.0,0.134277721879471
73,21,4,92,87.0,0.200880886329401
74,21,4,44,100.0,0.0675593396431395
75,21,4,30,90.0,0.200908366433623
76,21,4,53,31.0,0.267622775642849
77,21,4,53,51.0,0.134265802798154
78,21,4,60,58.0,0.167559770054481
79,21,4,29,69.0,0.267499280716493
80,21,4,28,61.0,0.167933896774798
81,21,4,89,27.0,0.200961009042999
82,21,4,33,97.0,0.334182898965651
83,21,4,63,78.0,0.167659426817977
84,21,4,47,67.0,0.234315896048429
85,21,4,48,54.0,0.167611750492597
86,21,4,61,45.0,0.100919855103598
87,21,4,77,82.0,0.267634694724165
88,21,4,24,73.0,0.300923033525464
89,21,4,44,82.0,0.134353871565963
90,21,4,66,57.0,0.200916974658981
91,21,4,51,72.0,0.10098607222244
92,21,4,76,70.0,0.134337317286281
93,21,4,47,79.0,0.13495744060242
94,21,4,44,70.0,0.23433543009844
95,21,4,66,52.0,0.200987495890331
96,21,4,64,58.0,0.167602480095979
97,21,4,41,63.0,0.200844135828447
98,21,4,23,54.0,0.101035735061373
99,21,4,71,22.0,0.267602910507321
100,21,4,30,80.0,0.167561425482404
101,21,4,28,51.0,0.134186342255703
102,21,4,39,38.0,0.167570364793391
103,21,4,40,40.0,0.100980443767298
104,21,4,35,45.0,0.234202664775466
105,21,4,35,26.0,0.201034178959048
106,21,4,43,33.0,0.23428609834491
107,21,4,31,53.0,0.101048647399466
108,21,4,35,38.0,0.234226502938213
109,21,4,27,28.0,0.167628966943425
110,21,4,30,24.0,0.200959353614962
111,21,4,32,29.0,0.134252559374431
112,21,4,44,32.0,0.16764783882229
113,21,4,42,51.0,0.134278715136361
114,21,4,37,36.0,0.167609432893414
115,21,4,42,33.0,0.100893368256266
116,21,4,36,24.0,0.101034079633337
117,21,4,29,40.0,0.200960346871739
118,21,4,41,33.0,0.167681278467171
119,21,4,40,37.0,0.167718691139157
120,21,4,27,43.0,0.267640985350454
121,21,4,31,27.0,0.234302652624706
122,21,4,34,33.0,0.134312816952388
123,21,4,32,33.0,0.201042125013259
124,21,4,29,33.0,0.234389065964592
125,21,4,35,32.0,0.234296361998418
126,21,4,29,29.0,0.0342736495267673
127,21,4,18,19.0,0.134288978789641
128,21,4,13,47.0,3.90681000226323e-5
129,21,4,15,22.0,0.234646319470471
130,21,4,30,19.0,0.200897440609083
131,21,4,45,47.0,0.167687569093459
132,21,4,29,46.0,0.167685251494277
133,21,4,29,23.0,0.200956042759003
134,21,4,32,30.0,0.167622014145991
135,21,4,37,38.0,0.167531627778999
136,21,4,31,52.0,0.168052425417159
137,21,4,35,32.0,0.100929787671475
138,21,4,33,35.0,0.100969849028274
139,21,4,74,36.0,0.167512755900248
140,21,4,74,51.0,0.134215477787961
141,21,4,67,100.0,0.134285336848166
142,21,4,73,69.0,0.167578310847716
143,21,4,70,84.0,0.134386317954068
144,21,4,63,78.0,0.10087780723336
145,21,4,41,68.0,0.100923497045187
146,21,4,79,32.0,0.234242063961119
147,21,4,37,83.0,0.101025802493496
148,21,4,60,76.0,0.0676464151541722
149,21,4,62,68.0,0.101330070153836
150,21,4,62,63.0,0.10095130823504
151,21,4,46,67.0,0.134311492610095
152,21,4,65,58.0,0.101031430948638
153,21,4,30,83.0,0.234304639138259
154,21,4,58,51.0,0.134338972714318
155,21,4,30,62.0,0.134289640960787
156,21,4,25,31.0,0.200890156726018
157,21,4,50,25.0,0.234173529243321
158,21,4,37,58.0,0.20095405624545
159,21,4,42,28.0,0.200973259209832
160,21,4,57,36.0,0.134162504093069
161,21,4,56,60.0,0.26774196645647
162,21,4,81,54.0,0.200927900483634
163,21,4,49,78.0,0.0675573531295868
164,21,4,89,58.0,0.267627410841101
165,21,4,55,95.0,0.0675788736931509
166,21,4,51,67.0,0.100956936690181
167,21,4,27,57.0,0.100892374999376
168,21,4,36,68.0,0.234243719389042
169,21,4,38,22.0,0.134198923508166
170,21,4,44,37.0,0.10086754358008
171,21,4,74,43.0,0.0675682789542407
172,21,4,74,76.0,0.167665055273119
173,21,4,35,83.0,0.267756865308002
174,21,4,60,52.0,0.100309664355336
175,21,4,54,73.0,0.134601523589708
176,21,4,41,62.0,0.234334436841664
177,21,4,51,38.0,0.334480875999589
178,21,4,40,46.0,0.134192301796475
179,21,4,45,47.0,0.167570364793391
180,21,4,51,42.0,0.167711407256093
181,21,4,85,49.0,0.201004712341273
182,21,4,59,65.0,0.200954387330967
183,21,4,46,61.0,0.234268550808565
184,21,4,62,36.0,0.101194987231565
185,21,4,58,77.0,0.36762519256763
186,21,4,39,64.0,0.16761274374926
187,21,4,52,34.0,0.333983916524176
188,21,4,64,51.0,0.167713062684015
189,21,4,48,62.0,0.167558776797705
190,21,4,61,38.0,0.167566391766286
191,21,4,76,58.0,0.200971934867539
192,21,4,59,87.0,0.234256962812879
193,21,4,57,68.0,0.234292057885796
194,21,4,49,38.0,0.33417164205548
195,21,4,55,45.0,0.300999845382876
196,21,4,82,49.0,0.200965644241251
197,21,4,64,71.0,0.134263485198971
198,21,4,56,46.0,0.234234117906908
199,21,4,51,70.0,0.267570464119217
200,21,4,53,57.0,0.200910352947176
201,21,4,36,56.0,0.134251897203285
202,21,4,40,47.0,0.167266097133052
203,21,4,44,44.0,0.13426977582526
204,21,4,41,58.0,0.134328709061037
205,21,4,29,43.0,0.200975245723384
206,21,4,48,38.0,0.234276827948406
207,21,4,36,46.0,0.234585068635624
208,21,4,56,43.0,0.234278483376556
209,21,4,21,50.0,0.167717697882381
210,21,4,31,31.0,0.100859266440011
211,21,4,33,35.0,0.167617047862223
212,21,4,34,35.0,0.16793820088742
213,21,4,16,39.0,0.134246599833659
214,21,4,19,16.0,0.234257293898509
215,21,4,22,33.0,0.20090604883444
216,21,4,5,26.0,0.167690548863675
217,21,4,21,23.0,0.200931542425224
218,21,4,1,24.0,0.167520370868942
219,21,4,22,12.0,0.167640554938998
220,21,4,1,29.0,0.167912707296864
221,21,4,10,25.0,0.200950083218459
222,21,4,7,22.0,0.200934522195666
223,21,4,15,12.0,0.200976238980275
224,21,4,21,14.0,0.167644196880701
225,21,4,11,19.0,0.100861252953564
226,21,4,15,19.0,0.134229714468574
227,21,4,16,19.0,0.134309175010912
228,21,4,2,17.0,0.134245937662627
229,21,4,10,7.0,0.134256201315793
230,21,4,11,14.0,0.100795035835063
231,21,4,13,15.0,0.10098408570866
232,21,4,18,19.0,0.234320862332424
233,21,4,14,25.0,0.200951407560751
234,21,4,23,17.0,0.167656115962018
235,21,4,17,15.0,0.100934753955471
236,21,4,10,19.0,0.134304539812547
237,21,4,16,19.0,0.134310830438835
238,21,4,12,19.0,0.167505140931553
239,21,4,13,17.0,0.167618372204515
240,21,4,8,16.0,0.13429394507375
1,22,1,62,26.0,0.867122152002594
2,22,1,55,17.0,0.900931939419934
3,22,1,52,43.0,1.40090214172596
4,22,1,50,23.0,1.40097166967735
5,22,1,65,20.0,1.40081043104692
6,22,1,55,15.0,1.40107198857822
7,22,1,43,23.0,0.967940661535067
8,22,1,59,31.0,0.900833607030108
9,22,1,32,15.0,1.1342743665673
10,22,1,46,62.0,0.667717973439721
11,22,1,34,48.0,1.40085413433098
12,22,1,72,11.0,0.667573620167786
13,22,1,41,9.0,1.00097339132117
14,22,1,35,14.0,1.00098829016861
15,22,1,34,12.0,1.06766327811692
16,22,1,25,14.0,1.10086254390171
17,22,1,59,9.0,1.13427105571282
18,22,1,47,6.0,1.16768883791701
19,22,1,49,4.0,1.10114529090515
20,22,1,47,10.0,1.13424986624159
21,22,1,44,4.0,0.0675020394864987
22,22,1,14,17.0,1.0675252154706
23,22,1,19,14.0,1.13429820472265
24,22,1,5,19.0,1.20079539976632
25,22,1,17,18.0,1.13433661063846
26,22,1,56,8.0,1.23414067424983
27,22,1,63,9.0,1.10095988303328
28,22,1,66,7.0,1.13438825997309
29,22,1,94,13.0,1.20102252440756
30,22,1,54,11.0,1.10092280146
31,22,1,90,23.0,1.06775465771079
32,22,1,61,18.0,1.13424655538711
33,22,1,55,12.0,1.20093544892552
34,22,1,44,13.0,1.23418073559242
35,22,1,42,27.0,1.1339648016401
36,22,1,67,49.0,0.867616462629485
37,22,1,80,67.0,1.00089691057565
38,22,1,49,76.0,1.20103510565605
39,22,1,77,55.0,1.0675834865151
40,22,1,70,54.0,1.00043637066756
41,22,1,54,56.0,1.23435687306937
42,22,1,48,35.0,1.13426575834455
43,22,1,53,39.0,0.734239006636926
44,22,1,53,31.0,0.90090379715366
45,22,1,57,23.0,0.833973873383002
46,22,1,48,74.0,0.867568455234505
47,22,1,38,40.0,0.934417263061732
48,22,1,52,27.0,0.83418709243324
49,22,1,47,30.0,0.867640962955193
50,22,1,39,19.0,1.00088399824199
51,22,1,47,25.0,0.967654934763232
52,22,1,35,13.0,0.867568455234505
53,22,1,44,22.0,0.934300720971805
54,22,1,35,27.0,1.03441236299659
55,22,1,45,18.0,0.96758673115346
56,22,1,41,26.0,0.901032920492071
57,22,1,27,23.0,0.934290788407452
58,22,1,7,17.0,1.03416603539699
59,22,1,32,8.0,1.03436998405505
60,22,1,16,11.0,0.900802816080613
61,22,1,3,9.0,0.934350714879656
62,22,1,27,28.0,1.0008498964371
63,22,1,33,36.0,1.03438322747388
64,22,1,55,36.0,0.967634738548441
65,22,1,54,35.0,1.00099954707548
66,22,1,60,37.0,0.901046826082165
67,22,1,83,31.0,0.967563224084188
68,22,1,83,20.0,0.934148421649297
69,22,1,89,12.0,0.934268274594615
70,22,1,100,15.0,0.900847843706288
71,22,1,100,17.0,0.934153387931474
72,22,1,72,17.0,0.967566534938669
73,22,1,71,16.0,0.934312640049939
74,22,1,100,22.0,0.900981271155615
75,22,1,100,17.0,0.934274565218402
76,22,1,74,17.0,0.967635069633616
77,22,1,100,10.0,1.03426337452856
78,22,1,93,17.0,1.00100616878444
79,22,1,77,20.0,0.934214638745289
80,22,1,66,27.0,0.967566866024754
81,22,1,100,33.0,1.00097670217656
82,22,1,100,19.0,0.967594346119768
83,22,1,87,20.0,0.934168617864088
84,22,1,91,20.0,1.00099424970722
85,22,1,89,31.0,1.00094756665385
86,22,1,77,23.0,1.00088333606982
87,22,1,68,18.0,0.967621826214781
88,22,1,100,15.0,1.06762553437238
89,22,1,89,20.0,1.00096544527059
90,22,1,84,18.0,1.00094822882511
91,22,1,88,12.0,0.934180536941312
92,22,1,100,15.0,1.03420510348406
93,22,1,100,29.0,0.934289795150107
94,22,1,95,22.0,0.967693340679034
95,22,1,69,23.0,1.00087274133421
96,22,1,79,26.0,1.00086115334307
97,22,1,68,13.0,0.900960743855649
98,22,1,78,7.0,0.967551305006054
99,22,1,100,9.0,0.967698969131561
100,22,1,92,10.0,0.934186165393839
101,22,1,79,19.0,0.900956770829907
102,22,1,96,23.0,1.00089591731921
103,22,1,74,24.0,1.00124786118795
104,22,1,73,27.0,1.03429582090666
105,22,1,79,17.0,1.03437925444905
106,22,1,58,26.0,1.00097140480921
107,22,1,64,20.0,1.03420609674049
108,22,1,67,22.0,0.934316281989595
109,22,1,66,16.0,0.967560575400057
110,22,1,57,17.0,0.967496013730852
111,22,1,55,41.0,0.934313633305464
112,22,1,56,27.0,1.00019931346105
113,22,1,54,24.0,1.03432065231755
114,22,1,64,18.0,0.96761917753156
115,22,1,58,35.0,0.967693009593859
116,22,1,55,67.0,0.0676934068960691
117,22,1,61,38.0,1.03432197665916
118,22,1,59,36.0,0.934210334634372
119,22,1,59,32.0,0.934265625910484
120,22,1,61,31.0,1.06760335164472
121,22,1,60,29.0,1.03420013720188
122,22,1,67,28.0,0.967615866676169
123,22,1,60,18.0,0.934279862585754
124,22,1,56,29.0,0.900906445836881
125,22,1,47,32.0,1.03430840215515
126,22,1,44,48.0,0.934282511270794
127,22,1,44,32.0,1.00086777505294
128,22,1,48,21.0,1.00100881746857
129,22,1,41,26.0,1.03429880067597
130,22,1,42,19.0,0.967557264544666
131,22,1,45,16.0,0.867639638613582
132,22,1,76,50.0,0.867655199631372
133,22,1,77,41.0,0.934265294825309
134,22,1,81,28.0,0.967669502523677
135,22,1,85,22.0,0.934301052056981
136,22,1,77,32.0,0.934226557823422
137,22,1,78,25.0,0.967507270637725
138,22,1,79,14.0,1.00100451335675
139,22,1,74,21.0,0.934641407933668
140,22,1,78,28.0,0.934245098610518
141,22,1,81,38.0,1.06763215608134
142,22,1,64,47.0,0.86752011675344
143,22,1,68,38.0,0.967641691343488
144,22,1,59,43.0,0.767526672246277
145,22,1,63,31.0,0.967545345467443
146,22,1,70,23.0,1.00081016617878
147,22,1,61,28.0,0.901322951375732
148,22,1,71,20.0,1.00093564757663
149,22,1,61,28.0,1.03457658139632
150,22,1,57,38.0,1.06760633141312
151,22,1,64,27.0,1.03429548982058
152,22,1,59,32.0,0.967558588887186
153,22,1,51,47.0,1.03427860446118
154,22,1,66,40.0,1.03421801581771
155,22,1,67,33.0,0.900995507831794
156,22,1,52,48.0,0.967762206459156
157,22,1,62,50.0,1.067537465633
158,22,1,67,63.0,0.934340782315303
159,22,1,67,49.0,0.93423814581547
160,22,1,57,48.0,1.0009498842528
161,22,1,66,34.0,0.834260262325188
162,22,1,67,29.0,0.967525811423911
163,22,1,79,21.0,0.900933263760635
164,22,1,85,25.0,0.867629374964054
