trials,ID,session,outcome,response,confidence
60,64,2,44,63.0,0.767607799999951
61,64,2,63,59.0,0.701313099999879
62,64,2,66,66.0,0.767660299999989
63,64,2,41,71.0,0.8677232
64,64,2,47,61.0,0.567645099999936
65,64,2,65,56.0,0.75103009999998
66,64,2,64,61.0,0.668062500000133
67,64,2,44,63.0,0.867632599999979
68,64,2,50,63.0,0.0676479999999628
69,64,2,51,58.0,0.600965599999881
70,64,2,63,57.0,0.501303499999949
71,64,2,86,62.0,0.634291000000076
72,64,2,39,73.0,0.234302699999944
73,64,2,53,59.0,0.1009896999999
74,64,2,94,58.0,0.600986599999942
75,64,2,60,70.0,0.134149100000059
76,64,2,49,75.0,0.23439529999996
77,64,2,36,75.0,0.117643499999986
78,64,2,1,70.0,0.234361399999898
79,64,2,19,14.0,0.0675648999999794
80,64,2,17,18.0,0.417612100000042
81,64,2,15,18.0,0.767651500000056
82,64,2,37,15.0,0.934239299999945
83,64,2,67,17.0,0.500939799999969
84,64,2,64,54.0,0.0343580999999631
85,64,2,35,58.0,0.33434410000018
86,64,2,79,51.0,0.100957899999912
87,64,2,34,76.0,0.217631900000015
88,64,2,29,46.0,0.567590199999813
89,64,2,33,39.0,0.634299400000145
90,64,2,24,42.0,0.484286899999915
91,64,2,28,30.0,0.567695400000048
92,64,2,17,27.0,0.634383799999796
93,64,2,26,23.0,0.634338700000171
94,64,2,21,28.0,0.567684400000189
95,64,2,41,27.0,0.600852900000064
96,64,2,82,29.0,0.567590699999982
97,64,2,68,79.0,0.534231500000033
98,64,2,51,77.0,0.317638899999793
99,64,2,60,64.0,0.451031000000057
100,64,2,83,67.0,0.650987899999791
101,64,2,52,78.0,0.600944500000196
102,64,2,29,68.0,0.367578499999809
103,64,2,40,46.0,0.500936899999942
104,64,2,60,49.0,0.484391799999912
105,64,2,39,52.0,0.434234500000002
106,64,2,38,47.0,0.584245699999883
107,64,2,31,47.0,1.41768239999988
108,64,2,57,42.0,0.50101729999983
109,64,2,78,49.0,0.717541299999993
110,64,2,24,81.0,0.867633800000021
111,64,2,47,35.0,0.701051100000086
112,64,2,62,48.0,0.517714399999932
113,64,2,95,53.0,0.68455710000012
114,64,2,31,64.0,0.501308699999981
115,64,2,37,52.0,0.567699200000106
116,64,2,21,47.0,0.584339799999952
117,64,2,65,42.0,0.567571099999896
118,64,2,67,50.0,0.567600999999968
119,64,2,17,52.0,0.250973499999873
120,64,2,64,39.0,0.434291899999835
121,64,2,43,53.0,0.46756049999999
122,64,2,28,50.0,0.134252999999944
123,64,2,52,46.0,0.767585300000064
124,64,2,63,46.0,0.750982000000022
125,64,2,56,48.0,0.817631500000061
126,64,2,59,49.0,0.767577300000085
127,64,2,41,51.0,0.800974800000176
128,64,2,48,50.0,0.617662599999903
129,64,2,34,47.0,0.867528500000162
130,64,2,84,44.0,0.817669099999875
131,64,2,71,68.0,0.0676688999999442
132,64,2,78,74.0,0.600951299999906
133,64,2,55,83.0,0.467490300000009
134,64,2,58,75.0,0.100899100000106
135,64,2,48,63.0,0.534331999999949
136,64,2,51,66.0,0.567547200000035
137,64,2,66,71.0,0.700960299999906
138,64,2,63,70.0,0.634230700000217
139,64,2,62,66.0,0.917604700000084
140,64,2,62,68.0,0.801029100000051
141,64,2,57,69.0,0.817557999999963
142,64,2,58,62.0,0.78429570000003
143,64,2,59,63.0,0.917605000000094
144,64,2,61,64.0,0.967692400000033
145,64,2,75,68.0,0.901020599999811
146,64,2,66,78.0,0.76762860000008
147,64,2,90,71.0,0.0344069000002492
148,64,2,78,82.0,0.617680199999995
149,64,2,93,83.0,0.850949199999832
150,64,2,70,85.0,0.767668200000116
151,64,2,100,81.0,0.534317300000112
152,64,2,75,85.0,0.567630200000167
153,64,2,59,81.0,0.667960100000073
154,64,2,85,74.0,0.867592499999773
155,64,2,69,79.0,0.600963500000034
156,64,2,42,80.0,0.717600000000402
157,64,2,50,65.0,0.100853399999778
158,64,2,74,55.0,0.434297799999968
159,64,2,75,62.0,0.584225699999934
160,64,2,54,71.0,0.434297199999946
161,64,2,62,66.0,0.500961400000051
162,64,2,51,68.0,0.567599699999846
163,64,2,34,61.0,0.534202499999992
164,64,2,62,50.0,0.400961800000005
165,64,2,75,51.0,0.567579399999886
166,64,2,49,64.0,0.650932099999864
167,64,2,51,58.0,0.550833300000249
168,64,2,67,59.0,0.634339100000034
169,64,2,76,58.0,0.834632000000056
170,64,2,55,62.0,0.634384299999965
171,64,2,65,61.0,0.734278400000221
172,64,2,56,67.0,0.85092080000004
173,64,2,63,62.0,0.701032799999666
174,64,2,23,57.0,0.784299300000384
175,64,2,84,48.0,0.467671999999766
176,64,2,91,52.0,0.750930100000005
177,64,2,40,69.0,0.134327400000075
178,64,2,94,61.0,0.300979900000129
179,64,2,60,65.0,0.21758890000001
180,64,2,55,59.0,0.60099160000027
181,64,2,56,65.0,0.567653500000233
182,64,2,87,59.0,0.5846803000004
183,64,2,72,69.0,0.517640599999595
184,64,2,52,70.0,0.450918600000023
185,64,2,58,69.0,0.450983500000348
186,64,2,90,67.0,0.517612199999803
187,64,2,57,72.0,0.750916899999993
188,64,2,43,72.0,0.617599700000028
189,64,2,100,65.0,0.417631899999833
190,64,2,64,63.0,0.684205500000189
191,64,2,23,71.0,0.750874899999872
192,64,2,59,54.0,0.101297900000191
193,64,2,66,52.0,0.451040399999783
194,64,2,66,61.0,0.767635000000155
195,64,2,68,64.0,0.784286099999917
196,64,2,73,67.0,0.951311299999816
197,64,2,72,76.0,0.867666999999983
198,64,2,54,76.0,0.751065399999788
199,64,2,74,73.0,0.817617600000176
200,64,2,62,73.0,0.750867000000198
201,64,2,63,68.0,0.784311300000354
202,64,2,43,70.0,0.93437830000039
203,64,2,49,72.0,0.4843036999996
204,64,2,92,66.0,0.500773799999934
205,64,2,49,74.0,0.717659999999796
206,64,2,67,64.0,0.917619500000001
207,64,2,38,65.0,0.834280300000046
208,64,2,34,52.0,0.50136939999993
209,64,2,30,47.0,0.467601899999863
210,64,2,30,33.0,0.434285499999987
211,64,2,41,28.0,0.750983899999937
212,64,2,40,36.0,0.850940799999989
213,64,2,34,40.0,0.85097369999994
214,64,2,32,42.0,0.700859900000069
215,64,2,49,31.0,0.767805899999985
216,64,2,50,34.0,0.884217799999988
217,64,2,41,37.0,0.850938000000042
218,64,2,33,39.0,0.850928700000168
219,64,2,36,41.0,0.817612800000006
220,64,2,48,36.0,0.817578599999706
221,64,2,40,36.0,0.851008399999955
222,64,2,40,38.0,0.617615399999977
223,64,2,41,37.0,0.80094999999983
224,64,2,43,35.0,0.667628700000023
225,64,2,38,34.0,0.834329700000126
226,64,2,39,33.0,0.834383899999921
227,64,2,39,33.0,0.917658600000323
228,64,2,25,32.0,0.900929399999768
229,64,2,39,36.0,0.867627000000084
230,64,2,28,35.0,0.900871299999835
231,64,2,42,30.0,1.01762050000025
232,64,2,28,37.0,0.917586799999754
233,64,2,31,32.0,1.06766479999987
234,64,2,31,34.0,0.934310000000096
235,64,2,42,36.0,0.917591500000071
236,64,2,34,38.0,1.06759910000028
237,64,2,37,33.0,0.81764000000021
238,64,2,39,34.0,0.884332399999948
239,64,2,38,34.0,0.901387100000193
240,64,2,31,36.0,0.767661399999724
1,64,3,100,52.0,0.069673800000146
2,64,3,90,86.0,0.267311800000243
3,64,3,60,89.0,0.384107599999879
4,64,3,73,85.0,0.517518599999676
5,64,3,83,86.0,0.632333300000028
6,64,3,82,85.0,0.650974900000165
7,64,3,80,86.0,0.701006899999811
8,64,3,78,85.0,0.751031499999954
9,64,3,86,82.0,0.667476199999783
10,64,3,84,82.0,0.667623099999673
11,64,3,98,83.0,0.834304399999837
12,64,3,93,91.0,0.684288800000104
13,64,3,100,89.0,0.767613500000152
14,64,3,68,91.0,0.567688999999973
15,64,3,65,86.0,0.300967499999842
16,64,3,70,76.0,0.300932499999817
17,64,3,91,73.0,0.484672699999919
18,64,3,76,81.0,0.467535899999802
19,64,3,100,79.0,0.584329100000105
20,64,3,86,84.0,0.517706000000089
21,64,3,95,84.0,0.650990999999976
22,64,3,85,86.0,0.700985299999957
23,64,3,80,85.0,0.734278299999914
24,64,3,84,86.0,0.667602399999851
25,64,3,85,85.0,0.80099969999992
26,64,3,60,84.0,0.900932099999864
27,64,3,82,77.0,0.250930200000312
28,64,3,90,77.0,0.600918200000251
29,64,3,96,81.0,0.617583100000047
30,64,3,94,88.0,0.500934000000143
31,64,3,70,88.0,0.700849199999993
32,64,3,79,89.0,0.634336900000108
33,64,3,76,88.0,0.550962199999958
34,64,3,88,84.0,0.584327699999903
35,64,3,93,83.0,0.601011499999913
36,64,3,66,87.0,0.65100080000002
37,64,3,61,83.0,0.534332000000177
38,64,3,71,74.0,0.0842510000002221
39,64,3,90,71.0,0.450996000000032
40,64,3,62,79.0,0.50096429999985
41,64,3,100,68.0,0.46762230000013
42,64,3,68,84.0,0.684315500000139
43,64,3,54,80.0,0.650978199999827
44,64,3,75,75.0,0.300874900000053
45,64,3,70,76.0,0.56763890000002
46,64,3,73,76.0,0.684245500000088
47,64,3,72,75.0,0.767656100000295
48,64,3,89,73.0,0.817558799999915
49,64,3,72,82.0,0.767650400000093
50,64,3,73,83.0,0.718003599999975
51,64,3,72,78.0,0.51770069999975
52,64,3,72,76.0,0.717645700000048
53,64,3,81,77.0,0.834297099999731
54,64,3,81,85.0,0.567629399999987
55,64,3,72,77.0,0.667677500000082
56,64,3,84,75.0,0.901004399999692
57,64,3,89,80.0,0.734346499999901
58,64,3,76,81.0,0.767663100000391
59,64,3,70,84.0,0.800988899999993
60,64,3,81,77.0,0.667714900000192
61,64,3,74,82.0,0.817618699999912
62,64,3,80,82.0,0.934313799999927
63,64,3,82,82.0,1.13428930000009
64,64,3,71,83.0,1.08429000000024
65,64,3,72,82.0,0.93462610000006
66,64,3,84,79.0,0.884283200000027
67,64,3,71,85.0,0.717658099999881
68,64,3,77,80.0,0.818035000000236
69,64,3,73,84.0,0.901101500000095
70,64,3,71,89.0,0.550963800000318
71,64,3,76,82.0,0.417575200000101
72,64,3,71,81.0,0.534295500000098
73,64,3,80,80.0,0.651007299999947
74,64,3,81,80.0,0.534168399999999
75,64,3,75,87.0,0.667624700000033
76,64,3,71,83.0,0.634261100000003
77,64,3,84,81.0,0.634194299999763
78,64,3,79,85.0,0.917617799999789
79,64,3,71,81.0,1.00097239999968
80,64,3,25,82.0,0.817589600000247
81,64,3,19,56.0,0.100934099999904
82,64,3,17,39.0,0.167676299999584
83,64,3,12,28.0,0.500931099999889
84,64,3,15,23.0,0.434301400000095
85,64,3,25,18.0,0.48422440000013
86,64,3,45,22.0,0.600963700000193
87,64,3,36,24.0,0.567912700000306
88,64,3,24,21.0,0.550974199999928
89,64,3,54,25.0,0.500880300000063
90,64,3,25,27.0,0.417589499999849
91,64,3,24,24.0,0.634628599999814
92,64,3,10,24.0,0.700938600000427
93,64,3,35,22.0,0.717725999999857
94,64,3,8,21.0,0.767596799999865
95,64,3,15,14.0,0.484282800000074
96,64,3,91,15.0,0.634257099999559
97,64,3,100,52.0,0.0676229999999123
98,64,3,65,81.0,0.46764069999972
99,64,3,100,79.0,0.634265300000152
100,64,3,87,88.0,0.667574700000387
101,64,3,89,84.0,0.834086800000023
102,64,3,72,87.0,0.834335199999714
103,64,3,32,84.0,0.70098599999983
104,64,3,37,66.0,0.434222800000043
105,64,3,29,45.0,0.134644799999933
106,64,3,66,41.0,0.567690000000312
107,64,3,42,49.0,0.0842241000000286
108,64,3,51,51.0,0.600912100000187
109,64,3,67,49.0,0.634329000000434
110,64,3,76,50.0,0.701075099999798
111,64,3,78,59.0,0.400923000000148
112,64,3,48,64.0,0.434254499999952
113,64,3,44,53.0,0.500991800000065
114,64,3,69,49.0,0.434339200000068
115,64,3,68,54.0,0.400986000000103
116,64,3,45,59.0,0.417975299999853
117,64,3,21,56.0,0.550943399999596
118,64,3,42,41.0,0.134287100000165
119,64,3,37,43.0,0.600948700000117
120,64,3,84,43.0,0.800972600000023
121,64,3,78,50.0,0.534221500000058
122,64,3,82,97.0,0.0342868999996426
123,64,3,63,74.0,0.334238800000094
124,64,3,63,77.0,0.467611600000055
125,64,3,64,76.0,0.60107569999991
126,64,3,56,78.0,0.667617999999948
127,64,3,65,74.0,0.467690699999821
128,64,3,66,70.0,0.600978400000258
129,64,3,63,62.0,0.500906400000076
130,64,3,65,73.0,0.667987300000277
131,64,3,80,71.0,0.767681400000129
132,64,3,78,82.0,0.634378100000049
133,64,3,76,79.0,0.66758770000024
134,64,3,74,80.0,0.734307600000193
135,64,3,67,79.0,0.784209800000099
136,64,3,83,79.0,0.601013800000146
137,64,3,73,80.0,0.750952599999891
138,64,3,75,74.0,0.717584299999999
139,64,3,68,77.0,0.834296900000027
140,64,3,78,77.0,0.734298500000023
141,64,3,51,78.0,0.901095799999894
142,64,3,67,68.0,0.267629899999974
143,64,3,56,68.0,0.517606500000056
144,64,3,64,65.0,0.684307499999704
145,64,3,61,66.0,0.800998700000036
146,64,3,68,67.0,0.767616900000121
147,64,3,63,70.0,0.884337100000266
148,64,3,72,65.0,0.750988700000107
149,64,3,70,71.0,0.950996900000064
150,64,3,71,74.0,0.850964700000077
151,64,3,81,74.0,0.850956899999801
152,64,3,95,75.0,0.817607300000418
153,64,3,92,88.0,0.767617800000153
154,64,3,56,92.0,0.817663300000277
155,64,3,82,81.0,0.751142300000083
156,64,3,39,84.0,0.934274600000208
157,64,3,60,53.0,0.201280400000087
158,64,3,64,58.0,0.667615500000011
159,64,3,23,65.0,0.834255300000223
160,64,3,25,43.0,0.134351499999866
161,64,3,20,44.0,0.484207799999695
162,64,3,36,30.0,0.334306699999615
163,64,3,56,36.0,0.701019500000257
164,64,3,45,42.0,0.584168800000043
165,64,3,57,46.0,0.667608499999915
166,64,3,40,43.0,0.700885299999754
167,64,3,57,38.0,0.600980999999592
168,64,3,32,42.0,0.534254799999871
169,64,3,28,37.0,0.767738200000167
170,64,3,21,40.0,0.500956999999744
171,64,3,33,27.0,0.434301199999936
172,64,3,9,27.0,0.650944999999865
173,64,3,27,29.0,0.634243100000276
174,64,3,15,32.0,0.800944300000083
175,64,3,35,30.0,0.584292900000037
176,64,3,37,31.0,0.767665800000032
177,64,3,16,34.0,0.701057000000219
178,64,3,19,19.0,0.467659899999944
179,64,3,7,19.0,0.700949000000037
180,64,3,13,23.0,0.767731399999775
181,64,3,27,19.0,0.734699300000102
182,64,3,27,23.0,0.834222899999986
183,64,3,15,22.0,0.83439640000006
184,64,3,42,19.0,0.500919299999623
185,64,3,19,35.0,0.334347700000308
186,64,3,22,23.0,0.767537599999741
187,64,3,16,28.0,0.801051400000233
188,64,3,17,27.0,0.800839600000018
189,64,3,26,20.0,0.634285300000101
190,64,3,53,26.0,0.767750999999862
191,64,3,18,31.0,0.767636999999922
192,64,3,24,23.0,0.66762800000015
193,64,3,25,24.0,0.867643000000044
194,64,3,35,28.0,0.917985300000055
195,64,3,40,29.0,0.951039300000048
196,64,3,28,27.0,0.667616100000032
197,64,3,45,31.0,0.701220099999773
198,64,3,39,31.0,0.534740699999929
199,64,3,42,37.0,0.534375000000182
200,64,3,41,39.0,0.800796999999875
201,64,3,44,36.0,0.834194399999888
202,64,3,18,35.0,0.800899400000162
203,64,3,9,33.0,0.734144399999877
204,64,3,21,27.0,0.801006700000016
205,64,3,11,27.0,0.734332199999699
206,64,3,15,23.0,0.80107739999994
207,64,3,17,27.0,0.801378999999997
208,64,3,18,27.0,1.00094850000005
209,64,3,19,27.0,0.967630099999951
210,64,3,2,25.0,0.734430800000155
211,64,3,82,17.0,0.467665600000146
212,64,3,78,52.0,0.0675759999999173
213,64,3,54,69.0,0.500888399999894
214,64,3,51,68.0,0.367418799999996
215,64,3,66,71.0,0.534269499999937
216,64,3,77,71.0,0.634240599999885
217,64,3,64,76.0,0.634249400000044
218,64,3,89,70.0,0.634278199999699
219,64,3,95,82.0,0.534192199999779
220,64,3,79,86.0,0.701053299999785
221,64,3,96,82.0,0.600828000000092
222,64,3,71,92.0,0.634211999999934
223,64,3,71,85.0,0.634242399999948
224,64,3,82,80.0,0.667678699999669
225,64,3,92,78.0,0.800807799999802
226,64,3,80,84.0,0.701025599999866
227,64,3,66,80.0,0.834278700000141
228,64,3,66,81.0,0.634188199999699
229,64,3,54,84.0,0.734174499999881
230,64,3,95,80.0,0.201085300000159
231,64,3,82,78.0,0.534144300000207
232,64,3,68,77.0,0.601039600000149
233,64,3,59,80.0,0.667736800000057
234,64,3,96,76.0,0.567613000000165
235,64,3,56,80.0,0.667639000000236
236,64,3,86,85.0,0.434303399999862
237,64,3,83,85.0,0.700891400000273
238,64,3,84,83.0,0.834123300000101
239,64,3,71,87.0,0.734409900000173
240,64,3,66,80.0,0.76767480000035
1,64,4,40,51.0,0.0693234000000302
2,64,4,35,47.0,0.367384599999241
3,64,4,32,42.0,0.584215799999583
4,64,4,41,39.0,0.600806999999804
5,64,4,22,41.0,0.815704200000255
6,64,4,26,37.0,0.734321299999465
7,64,4,28,32.0,0.667637900000045
8,64,4,23,32.0,0.700985299999957
9,64,4,23,29.0,0.800936999999976
10,64,4,31,26.0,0.600947900000392
11,64,4,18,29.0,0.717686300000423
12,64,4,19,22.0,0.767636799999309
13,64,4,24,25.0,0.567821999999978
14,64,4,25,26.0,0.734278699999777
15,64,4,67,23.0,0.700977299999977
16,64,4,36,54.0,0.134215099999892
17,64,4,38,42.0,0.451000000000022
18,64,4,33,46.0,0.600967700000183
19,64,4,39,41.0,0.750994400000309
20,64,4,32,43.0,0.667611099999704
21,64,4,44,39.0,0.734259599999859
22,64,4,39,40.0,0.65091510000002
23,64,4,21,41.0,0.767605200000617
24,64,4,43,36.0,0.717668700000104
25,64,4,38,39.0,0.784345899999607
26,64,4,57,36.0,0.767655599999671
27,64,4,59,43.0,0.750991500000055
28,64,4,40,44.0,0.401005699999587
29,64,4,91,42.0,0.667684000000008
30,64,4,97,63.0,0.0676350000003367
31,64,4,87,87.0,0.534317700000429
32,64,4,82,88.0,0.700951200000418
33,64,4,87,88.0,0.650865000000522
34,64,4,86,88.0,0.800962799999979
35,64,4,84,87.0,0.667657500000132
36,64,4,93,86.0,0.800964600000043
37,64,4,84,92.0,0.667646400000194
38,64,4,80,88.0,0.700914899999589
39,64,4,87,86.0,0.700837399999727
40,64,4,87,87.0,0.734317500000543
41,64,4,90,90.0,0.768024799999694
42,64,4,81,92.0,0.934270400000059
43,64,4,48,90.0,0.767629199999647
44,64,4,83,80.0,0.134298500000114
45,64,4,66,79.0,0.467611699999907
46,64,4,44,76.0,0.75093730000026
47,64,4,47,62.0,0.134276900000259
48,64,4,73,54.0,0.53423919999932
49,64,4,68,58.0,0.484327699999994
50,64,4,78,65.0,0.634288999999626
51,64,4,43,68.0,0.567751200000203
52,64,4,65,64.0,0.584334399999534
53,64,4,71,66.0,0.567622800000208
54,64,4,65,70.0,0.634287300000324
55,64,4,67,68.0,0.651056400000016
56,64,4,49,68.0,0.801311599999281
57,64,4,66,63.0,0.584291000000121
58,64,4,76,64.0,0.650972899999942
59,64,4,65,71.0,0.734255399999711
60,64,4,67,69.0,0.784231300000101
61,64,4,30,70.0,0.750961599999755
62,64,4,72,72.0,0.200970600000801
63,64,4,68,69.0,0.500964900000326
64,64,4,70,70.0,0.734275199999502
65,64,4,80,71.0,0.867539599999873
66,64,4,61,70.0,0.767621900000449
67,64,4,84,70.0,0.834303400000863
68,64,4,76,73.0,0.45097480000004
69,64,4,67,74.0,0.534265299999788
70,64,4,85,71.0,0.967626500000733
71,64,4,66,83.0,0.451087100000223
72,64,4,82,73.0,0.567576500000541
73,64,4,92,77.0,0.684306099999958
74,64,4,44,80.0,0.684333599999263
75,64,4,30,80.0,0.834372000000258
76,64,4,53,53.0,0.100971699999718
77,64,4,53,52.0,0.101349999999911
78,64,4,60,54.0,0.500963299999967
79,64,4,29,52.0,0.0676547999992181
80,64,4,28,46.0,0.250957500000368
81,64,4,89,39.0,0.467633899999782
82,64,4,33,54.0,0.484649600000012
83,64,4,63,59.0,0.484278200000517
84,64,4,47,57.0,0.700994700000592
85,64,4,48,92.0,0.21791789999952
86,64,4,61,57.0,0.500990399999864
87,64,4,77,57.0,0.61757469999975
88,64,4,24,62.0,0.734299900000224
89,64,4,44,52.0,0.167625000000044
90,64,4,66,55.0,0.717607500000668
91,64,4,51,53.0,0.734270500000093
92,64,4,76,53.0,0.434294700000464
93,64,4,47,64.0,0.650961400000597
94,64,4,44,60.0,0.667623500000445
95,64,4,66,57.0,0.517590400000699
96,64,4,64,56.0,0.500940899999478
97,64,4,41,62.0,0.700952999999572
98,64,4,23,56.0,0.700965999999426
99,64,4,71,54.0,0.400979199999711
100,64,4,30,61.0,0.75098590000016
101,64,4,28,45.0,0.4346287999997
102,64,4,39,53.0,0.0676391999995758
103,64,4,40,51.0,0.500954000000092
104,64,4,35,46.0,0.56769340000028
105,64,4,35,42.0,0.701000600000043
106,64,4,43,41.0,0.734211200000573
107,64,4,31,44.0,0.634215799999765
108,64,4,35,42.0,0.701354599999831
109,64,4,27,44.0,0.717587999999523
110,64,4,30,43.0,0.667638500000066
111,64,4,32,40.0,0.684261500000503
112,64,4,44,39.0,0.66762800000015
113,64,4,42,43.0,0.717581099999734
114,64,4,37,45.0,0.650927699999556
115,64,4,42,38.0,0.667629300000044
116,64,4,36,43.0,0.701034800000343
117,64,4,29,42.0,0.684309000000212
118,64,4,41,39.0,0.467778700000054
119,64,4,40,42.0,0.734300899999653
120,64,4,27,37.0,0.634223699999893
121,64,4,31,53.0,0.167679999999564
122,64,4,34,51.0,0.50091539999994
123,64,4,32,52.0,0.0345169000001988
124,64,4,29,45.0,0.467595399999482
125,64,4,35,41.0,0.600996099999975
126,64,4,29,40.0,0.600962999999865
127,64,4,18,37.0,0.417637600000489
128,64,4,13,28.0,0.50107349999962
129,64,4,15,25.0,0.518026200000349
130,64,4,30,26.0,0.567636900000252
131,64,4,45,32.0,0.650966700000026
132,64,4,29,35.0,0.567606000000524
133,64,4,29,29.0,0.600928400000157
134,64,4,32,29.0,0.834300499999699
135,64,4,37,33.0,0.650989799999479
136,64,4,31,31.0,0.63466630000039
137,64,4,35,35.0,0.600934199999756
138,64,4,33,33.0,0.767578799999683
139,64,4,74,32.0,1.00124890000006
140,64,4,74,52.0,0.0344189000006736
141,64,4,67,75.0,0.467614499999399
142,64,4,73,71.0,0.584236099999544
143,64,4,70,67.0,0.784151600000769
144,64,4,63,71.0,0.817647000001671
145,64,4,41,66.0,0.667662300000302
146,64,4,79,61.0,0.650982499999373
147,64,4,37,69.0,0.850956600001155
148,64,4,60,55.0,0.467567600000621
149,64,4,62,60.0,0.66759330000059
150,64,4,62,64.0,0.684277000000293
151,64,4,46,63.0,0.701335899999322
152,64,4,65,60.0,0.667597300000125
153,64,4,30,67.0,0.684172899998885
154,64,4,58,52.0,0.13434369999959
155,64,4,30,54.0,0.350985199998831
156,64,4,25,45.0,0.417688499999713
157,64,4,50,32.0,0.634222899998349
158,64,4,37,41.0,0.50096350000058
159,64,4,42,37.0,0.750954600000114
160,64,4,57,38.0,0.734275799999523
161,64,4,56,42.0,0.617688799999087
162,64,4,81,46.0,0.584635199998957
163,64,4,49,56.0,0.534194600000774
164,64,4,89,53.0,0.667683400000897
165,64,4,55,58.0,0.700981600000887
166,64,4,51,55.0,0.684282500000336
167,64,4,27,60.0,0.751041299999997
168,64,4,36,55.0,0.334280900000522
169,64,4,38,43.0,0.634291499998653
170,64,4,44,39.0,0.684273699998812
171,64,4,74,43.0,0.684326099999453
172,64,4,74,61.0,0.534324099999139
173,64,4,35,72.0,0.517622600000323
174,64,4,60,50.0,0.517485000000306
175,64,4,54,58.0,0.717630199998894
176,64,4,41,56.0,0.684336899999835
177,64,4,51,60.0,0.417638799999622
178,64,4,40,57.0,0.700972900000124
179,64,4,45,52.0,0.517642999999225
180,64,4,51,45.0,0.100932400000602
181,64,4,85,49.0,0.567551300000559
182,64,4,59,55.0,0.550941100000273
183,64,4,46,60.0,0.567667100000108
184,64,4,62,54.0,0.550975199999812
185,64,4,58,61.0,0.600968700000521
186,64,4,39,58.0,0.851009899999553
187,64,4,52,48.0,0.31761970000116
188,64,4,64,54.0,0.534296699999686
189,64,4,48,62.0,0.517589400000361
190,64,4,61,52.0,0.517663299999185
191,64,4,76,58.0,0.684253499999613
192,64,4,59,61.0,0.750991799999611
193,64,4,57,63.0,0.717631299999994
194,64,4,49,61.0,0.71761350000088
195,64,4,55,62.0,0.767595200000869
196,64,4,82,55.0,0.634286800001064
197,64,4,64,68.0,0.717881900000066
198,64,4,56,68.0,0.850945199999842
199,64,4,51,68.0,0.500922799999898
200,64,4,53,62.0,0.401012100001026
201,64,4,36,55.0,0.417560300000332
202,64,4,40,43.0,0.267594200000531
203,64,4,44,42.0,0.400971199998821
204,64,4,41,42.0,0.684263700000884
205,64,4,29,40.0,0.534344800000326
206,64,4,48,39.0,0.467605099998764
207,64,4,36,37.0,0.584292100000312
208,64,4,56,43.0,0.600963299999421
209,64,4,21,42.0,0.550812999999835
210,64,4,31,34.0,0.750931999999011
211,64,4,33,38.0,0.750951300000452
212,64,4,34,35.0,0.567600100001073
213,64,4,16,32.0,0.75091269999939
214,64,4,19,29.0,0.550913799999762
215,64,4,22,30.0,0.500949999999648
216,64,4,5,26.0,0.534305000001041
217,64,4,21,26.0,0.400965699998778
218,64,4,1,27.0,0.567602299999635
219,64,4,22,21.0,0.434288599999491
220,64,4,1,26.0,0.734249499999351
221,64,4,10,31.0,1.00093760000163
222,64,4,7,22.0,0.717654300000504
223,64,4,15,15.0,0.234280200000285
224,64,4,21,15.0,0.584325399999216
225,64,4,11,17.0,0.434295600000041
226,64,4,15,16.0,0.600766599998678
227,64,4,16,14.0,0.750929699999688
228,64,4,2,18.0,0.717552300000534
229,64,4,10,14.0,0.700935099999697
230,64,4,11,13.0,0.650931499998478
231,64,4,13,13.0,0.61753839999983
232,64,4,18,13.0,0.80099700000028
233,64,4,14,13.0,0.667565100000502
234,64,4,23,16.0,0.750855299998875
235,64,4,17,15.0,0.667672800000219
236,64,4,10,21.0,0.634227099999407
237,64,4,16,19.0,0.617570000000342
238,64,4,12,18.0,0.750975700000708
239,64,4,13,17.0,0.700887499999226
240,64,4,8,18.0,0.717633199999909
1,65,1,62,50.0,0.0672776000001249
2,65,1,55,57.0,0.434205499999734
3,65,1,52,56.0,0.684402100000625
4,65,1,50,55.0,0.784274300000106
5,65,1,65,54.0,0.91768090000005
6,65,1,55,58.0,0.801239600000372
7,65,1,43,58.0,0.834318199999871
8,65,1,59,49.0,0.534606600000188
9,65,1,32,54.0,0.66763549999996
10,65,1,46,32.0,0.467977400000564
11,65,1,34,45.0,0.567661099999896
12,65,1,72,36.0,0.534298599999602
13,65,1,41,52.0,0.250971599999502
14,65,1,35,43.0,0.417680000000473
15,65,1,34,41.0,0.684227400000054
16,65,1,25,34.0,0.600983899999846
17,65,1,59,31.0,0.734316600000056
18,65,1,47,45.0,0.184303099999852
19,65,1,49,44.0,0.567764899999929
20,65,1,47,44.0,0.750976099999207
21,65,1,44,45.0,0.867648600000393
22,65,1,14,42.0,1.08430560000033
23,65,1,19,33.0,0.600935599999502
24,65,1,5,17.0,0.750818399999844
25,65,1,17,15.0,0.517582200000106
26,65,1,56,18.0,0.750951899999563
27,65,1,63,51.0,0.751022499999635
28,65,1,66,62.0,0.901036599999316
29,65,1,94,62.0,0.801301099999364
30,65,1,54,79.0,0.917648800000279
31,65,1,90,77.0,0.500840499999867
32,65,1,61,70.0,0.517673899999863
33,65,1,55,76.0,0.567849600000045
34,65,1,44,72.0,0.617629400000624
35,65,1,42,53.0,0.717898400000195
36,65,1,67,46.0,0.75094530000024
37,65,1,80,53.0,0.667661800000133
